date,channel,sessions,revenue,purchases,engaged_sessions,shipping,tax
2023-07-24,Paid Social,15029,13948.49,106,13452,811,808.61
2023-07-24,Payment Redirects,178,2331.73,13,97,121,120.25
2023-07-24,Referral,148,263.88,2,101,9.6,14.54
2023-07-24,SMS,12495,34039.8,198,7635,1237,2028.42
2023-07-24,Unassigned,737,6653.31,26,18,125,362.22
2023-07-25,Affiliates,5299,22362.88,155,3225,1318.5,1145.75
2023-07-25,Direct,29177,62359.47,486,23469,4337.21,2393.61
2023-07-25,Display,100,0,0,24,0,0
2023-07-25,Email,18667,51926.22,299,12435,2097.24,3067.83
2023-07-25,Organic Search,7165,12967.81,82,5650,818.94,688.16
2023-07-25,Organic Shopping,52,129.54,1,52,10,9.1
2023-07-25,Organic Social,814,935.59,7,743,40,56.43
2023-07-25,Organic Video,2,0,0,2,0,0
2023-07-25,Paid Search,25603,53275.43,431,22399,4084.86,3024.24
2023-07-25,Paid Social,14596,14862.27,111,12959,805.5,800.79
2023-07-25,Payment Redirects,154,1562.9,13,88,90,85.1
2023-07-25,Referral,128,861.91,2,81,0,23.8
2023-07-25,SMS,13099,29898.94,201,8092,1395,1681.84
2023-07-25,Unassigned,722,3829.61,28,17,187,239.29
2023-07-26,Affiliates,5965,30117.31,181,3681,1251.24,1796.19
2023-07-26,Direct,29815,63702.88,473,24296,4369,2206.09
2023-07-26,Display,65,0,0,14,0,0
2023-07-26,Email,20891,51942.18,296,13987,2065.41,3194.2
2023-07-26,Mobile Push Notifications,1,0,0,1,0,0
2023-07-26,Organic Search,7387,16806.34,114,5807,975,906.68
2023-07-26,Organic Shopping,65,607.83,4,63,77.08,24.53
2023-07-26,Organic Social,904,1398.13,11,817,113.6,63.05
2023-07-26,Paid Search,27285,59940.26,487,24172,4628.5,3238.07
2023-07-26,Paid Social,13765,15114.45,108,12043,794,798.17
2023-07-26,Payment Redirects,156,3095.24,16,89,60,126.43
2023-07-26,Referral,105,2570.84,5,77,48.42,244.77
2023-07-26,SMS,12832,27978.35,182,8040,1331.5,1521.76
2023-07-26,Unassigned,746,2173.48,16,15,135.5,144.56
2023-07-27,Affiliates,5741,26463.54,177,3180,1347.5,1433.73
2023-07-27,Direct,35535,86698.49,649,28120,5733.14,3760.23
2023-07-27,Display,71,0,0,17,0,0
2023-07-27,Email,19307,42657.61,275,13610,1765.3,2536.58
2023-07-27,Organic Search,6946,12777.1,84,5510,687.7,738.28
2023-07-27,Organic Shopping,106,63.93,1,104,10,3.95
2023-07-27,Organic Social,3017,2624.55,16,2608,83,108.65
2023-07-27,Organic Video,3,0,0,1,0,0
2023-07-27,Paid Search,28857,72129.27,587,25167,5469,3808.19
2023-07-27,Paid Social,22236,18715.12,134,19218,961,992.7
2023-07-27,Payment Redirects,159,1921.19,10,82,64,86.29
2023-07-27,Referral,152,2302.04,6,95,9.6,0
2023-07-27,SMS,15870,37096.04,235,9446,1483,2092.55
2023-07-27,Unassigned,814,3402.31,24,18,175.5,180.65
2023-07-28,Affiliates,6983,24263.49,153,3597,1025,1418.34
2023-07-28,Direct,33269,93545.3,722,26030,6556.49,4368.26
2023-07-28,Display,62,0,0,20,0,0
2023-07-28,Email,14939,38250.78,245,9837,1694.13,2070.17
2023-07-28,Mobile Push Notifications,1,0,0,0,0,0
2023-07-28,Organic Search,6846,10441.12,78,5446,712.62,555.46
2023-07-28,Organic Shopping,94,645.57,6,91,109,17.69
2023-07-28,Organic Social,2376,3194.68,23,2149,184,174.85
2023-07-28,Organic Video,2,0,0,2,0,0
2023-07-28,Paid Search,29355,69729.7,596,25836,5317,3813.57
2023-07-28,Paid Social,34671,24604.36,188,29597,1365.5,1401.72
2023-07-28,Payment Redirects,170,2117.25,11,86,53,113.62
2023-07-28,Referral,124,1451.58,8,80,98.98,159
2023-07-28,SMS,10473,26206.3,160,6127,1036.5,1517.72
2023-07-28,Unassigned,692,5244.95,34,13,269.44,353.23
2023-07-29,Affiliates,5503,23075.17,161,2908,1350.5,1261.19
2023-07-29,Direct,34620,91006.57,693,27616,5936.21,4192.32
2023-07-29,Display,59,0,0,12,0,0
2023-07-29,Email,16293,44833.11,266,11059,1642.87,2346.14
2023-07-29,Organic Search,7354,15072.28,91,5920,764.21,972.95
2023-07-29,Organic Shopping,94,29.99,1,92,10,0
2023-07-29,Organic Social,1804,1969.12,13,1657,126.5,92.27
2023-07-29,Paid Search,32305,66153.97,541,28083,4575.5,3754.11
2023-07-29,Paid Social,37086,34738.33,237,32358,1539.5,1926.32
2023-07-29,Payment Redirects,168,1437.14,9,102,50,70.27
2023-07-29,Referral,116,306.45,3,82,53.67,38.35
2023-07-29,SMS,9905,19996.87,138,5719,955,1102.91
2023-07-29,Unassigned,697,1717.35,16,17,134.78,155.56
2023-07-30,Affiliates,4986,25392.5,167,2755,1084.5,1476.75
2023-07-30,Direct,34573,100529.47,722,27143,6201.85,4497.57
2023-07-30,Display,110,169.47,1,39,0,9.55
2023-07-30,Email,13126,35156.95,223,8956,1413.1,1944.12
2023-07-30,Mobile Push Notifications,1,0,0,1,0,0
2023-07-30,Organic Search,7515,15315.6,100,5953,786.91,1119.88
2023-07-30,Organic Shopping,95,238.28,3,93,42.5,13.86
2023-07-30,Organic Social,1671,3080.3,15,1536,157.54,74.42
2023-07-30,Organic Video,2,0,0,2,0,0
2023-07-30,Paid Search,28986,73156.68,553,25433,4797.72,4348.71
2023-07-30,Paid Social,36795,32207.06,257,32012,2013.5,1652.75
2023-07-30,Payment Redirects,149,1384.45,6,82,40,73.65
2023-07-30,Referral,106,1125.27,6,74,94.48,137.16
2023-07-30,SMS,11824,30625.52,190,7056,1216,1730.04
2023-07-30,Unassigned,680,3259.54,22,22,145.99,186.11
2023-07-31,Affiliates,5241,22234.88,145,2753,1023.5,1362.21
2023-07-31,Direct,34618,90213.44,688,27041,6509.98,4124.91
2023-07-31,Display,99,0,0,25,0,0
2023-07-31,Email,16112,36549.01,220,11215,1587.56,1989.84
2023-07-31,Mobile Push Notifications,1,0,0,1,0,0
2023-07-31,Organic Search,7485,14177.68,90,5859,901.1,706.5
2023-07-31,Organic Shopping,59,308.65,3,56,42.5,21.59
2023-07-31,Organic Social,961,2165.32,12,860,114,154.79
2023-07-31,Organic Video,1,0,0,1,0,0
2023-07-31,Paid Search,29145,65745.16,515,25840,4577,3704.16
2023-07-31,Paid Social,19760,25760.22,174,17224,1191.5,1383.25
2023-07-31,Payment Redirects,164,1338.27,9,96,78,75.22
2023-07-31,Referral,147,381.76,2,109,0,11.7
2023-07-31,SMS,14928,28603.83,160,8698,1182,1745.2
2023-07-31,Unassigned,728,5322.04,34,21,237.5,244
2023-08-01,Affiliates,5054,26083.67,157,2916,1097.5,1560.39
2023-08-01,Direct,34659,87145.85,675,27137,6275.51,4020.67
2023-08-01,Display,125,0,0,34,0,0
2023-08-01,Email,14638,38319.62,242,10028,1656.14,2213.37
2023-08-01,Organic Search,7149,11231.43,79,5638,774.99,557.04
2023-08-01,Organic Shopping,68,48.24,1,67,10,2.84
2023-08-01,Organic Social,1422,1842.02,10,1284,50,119.41
2023-08-01,Paid Search,27674,69692.84,540,24687,5227.4,3900.24
2023-08-01,Paid Social,16982,18396.14,125,15162,897.78,1134.63
2023-08-01,Payment Redirects,135,862.59,7,78,89.5,56.61
2023-08-01,Referral,135,395.45,3,97,41.5,49.32
2023-08-01,SMS,11530,24191.02,161,6672,1132,1503.02
2023-08-01,Unassigned,703,3082.95,20,13,135.5,121.1
2023-08-02,Affiliates,5122,23964,170,3046,1534.29,1489.75
2023-08-02,Direct,34298,102174.7,735,27187,6316.98,4841.3
2023-08-02,Display,79,0,0,21,0,0
2023-08-02,Email,13648,34219.06,210,9518,1505.07,2057.42
2023-08-02,Organic Search,6796,16131.4,113,5386,1078.62,1001.84
2023-08-02,Organic Shopping,77,239.26,2,76,20,0
2023-08-02,Organic Social,1269,1917.3,12,1126,86,101.23
2023-08-02,Organic Video,1,0,0,1,0,0
2023-08-02,Paid Search,30674,61538.37,529,27147,5178.5,3381.96
2023-08-02,Paid Social,18456,23878.7,170,16555,1200.5,1250.21
2023-08-02,Payment Redirects,195,1530.83,7,124,65.5,101.14
2023-08-02,Referral,135,1349.01,4,93,52.29,304.68
2023-08-02,SMS,13102,32269.69,197,7817,1489,1878.93
2023-08-02,Unassigned,706,5289.16,29,22,213,242.6
2023-08-03,Affiliates,5473,23930.8,169,3195,1227,1290.25
2023-08-03,Direct,35178,109804.06,789,28106,6986.26,4975.32
2023-08-03,Display,131,0,0,33,0,0
2023-08-03,Email,16434,35159.92,249,11078,1774.5,2018.79
2023-08-03,Organic Search,7000,17308.55,109,5542,931.46,1148.26
2023-08-03,Organic Shopping,73,106.93,1,73,10,4.88
2023-08-03,Organic Social,1016,2523.37,16,927,100,184.96
2023-08-03,Organic Video,1,0,0,1,0,0
2023-08-03,Paid Search,30500,76325.98,604,26949,5409,4257.68
2023-08-03,Paid Social,19453,21682.98,157,17426,1184,1195.4
2023-08-03,Payment Redirects,192,1739.79,11,109,92.5,98.26
2023-08-03,Referral,144,252.95,2,97,25.05,9.23
2023-08-03,SMS,12340,35209.48,216,7690,1487.5,2022.4
2023-08-03,Unassigned,729,3239.42,23,18,133,177.54
2023-08-04,Affiliates,5747,28856.8,172,3244,1219,1750.87
2023-08-04,Direct,34172,107292.62,802,27485,7146.16,4564.14
2023-08-04,Display,112,0,0,37,0,0
2023-08-04,Email,15491,41772.44,265,10434,1995.63,2390.06
2023-08-04,Organic Search,6739,13758.55,99,5393,951.9,831.49
2023-08-04,Organic Shopping,66,79.38,1,65,10,3.09
2023-08-04,Organic Social,947,939.63,10,840,117.5,51.89
2023-08-04,Organic Video,2,0,0,0,0,0
2023-08-04,Paid Search,30235,83905.7,688,26646,5884,4354.75
2023-08-04,Paid Social,17785,26001.13,171,15759,1262.5,1279.36
2023-08-04,Payment Redirects,198,1174.66,12,115,113,67.68
2023-08-04,Referral,151,200.92,2,93,23.4,16.61
2023-08-04,SMS,6438,27041.54,170,4168,1144,1456.02
2023-08-04,Unassigned,660,3555.58,18,4,147,196.91
2023-08-05,Affiliates,4936,23893.32,157,2922,1237.99,1343.25
2023-08-05,Direct,34124,99310.82,753,27346,6668.75,4235.94
2023-08-05,Display,119,0,0,32,0,0
2023-08-05,Email,13734,33945.87,213,9092,1503.44,1725.35
2023-08-05,Mobile Push Notifications,2,0,0,2,0,0
2023-08-05,Organic Search,6843,18049.21,110,5430,1020.6,1014.66
2023-08-05,Organic Shopping,51,760.47,5,51,53.79,80.18
2023-08-05,Organic Social,863,2324.7,11,763,65.5,127.53
2023-08-05,Paid Search,31830,71137.37,581,28063,5216.9,3768.47
2023-08-05,Paid Social,18372,21311.34,161,16206,1161,1064.67
2023-08-05,Payment Redirects,172,2153.36,15,107,171.5,115.12
2023-08-05,Referral,107,132.53,2,74,30.36,21.2
2023-08-05,SMS,7648,22995.58,153,4974,1016,1427.66
2023-08-05,Unassigned,661,5020.64,26,16,219.5,322.09
2023-08-06,Affiliates,5055,24357.89,171,2891,1420,1375
2023-08-06,Direct,33094,111764.23,828,26693,7383.15,5277.53
2023-08-06,Display,146,0,0,41,0,0
2023-08-06,Email,14548,40939.32,251,10493,1758.73,2415.65
2023-08-06,Organic Search,7596,16328.66,116,6140,1207.99,924.03
2023-08-06,Organic Shopping,82,50.12,1,80,13,3.14
2023-08-06,Organic Social,1201,1898.55,11,1098,60,127.61
2023-08-06,Organic Video,9,0,0,6,0,0
2023-08-06,Paid Search,30684,71064.41,575,26457,5214.5,4014.6
2023-08-06,Paid Social,19183,24910.68,178,16775,1191.5,1191.32
2023-08-06,Payment Redirects,160,2176.98,10,85,54,82.17
2023-08-06,Referral,136,134.34,2,101,20,2.55
2023-08-06,SMS,4913,21083.95,135,3243,952.5,1174.77
2023-08-06,Unassigned,652,3863.54,25,18,205,202.69
2023-08-07,Affiliates,5142,27117.35,162,2986,1335,1744.93
2023-08-07,Direct,34170,100379.07,732,26878,6860.65,5305.23
2023-08-07,Display,137,0,0,34,0,0
2023-08-07,Email,15946,35969.97,216,10757,1386.02,2163.88
2023-08-07,Organic Search,7481,13535.09,89,6013,685.64,847.19
2023-08-07,Organic Shopping,98,49.11,1,96,10,4.01
2023-08-07,Organic Social,1157,1516.91,13,1055,125.5,91.4
2023-08-07,Organic Video,3,0,0,3,0,0
2023-08-07,Paid Search,27081,73112.51,564,23494,5418,4337.33
2023-08-07,Paid Social,20266,22497.82,160,18057,1226,1164.46
2023-08-07,Payment Redirects,174,1169.81,9,107,85.5,63.76
2023-08-07,Referral,163,133.8,2,114,20,6.68
2023-08-07,SMS,6349,19384.71,126,4183,918.5,1221.31
2023-08-07,Unassigned,607,4818.17,28,18,195.14,295.18
2023-08-08,Affiliates,4452,27248.38,181,2768,1564,1585.81
2023-08-08,Direct,32871,100511.1,709,26138,6544.96,5066.8
2023-08-08,Display,142,151.87,1,41,10,8.03
2023-08-08,Email,17485,41683.4,264,11944,1788.67,2442.38
2023-08-08,Organic Search,7397,15399.52,97,5874,842.82,852.95
2023-08-08,Organic Shopping,87,166.92,2,86,23,9.45
2023-08-08,Organic Social,1094,1530.31,11,1004,93,81.44
2023-08-08,Organic Video,1,0,0,0,0,0
2023-08-08,Paid Search,27093,62034.08,489,23534,4613.02,3559.97
2023-08-08,Paid Social,20329,22984.64,142,18081,1086.5,1307
2023-08-08,Payment Redirects,185,1727.15,12,104,85.5,116.13
2023-08-08,Referral,174,367.75,3,102,40.98,0
2023-08-08,SMS,10999,33710.94,203,6920,1413,1997.62
2023-08-08,Unassigned,658,5532.29,25,20,147,363.75
2023-08-09,Affiliates,4232,26735.18,165,2676,1252.5,1567.78
2023-08-09,Direct,33339,106315.44,768,26386,7078.75,5275.65
2023-08-09,Display,128,0,0,38,0,0
2023-08-09,Email,16185,49160.02,290,11092,1964.91,3276.23
2023-08-09,Mobile Push Notifications,2,0,0,2,0,0
2023-08-09,Organic Search,7335,17077.65,116,5983,1045.94,1097.06
2023-08-09,Organic Shopping,87,402.64,5,83,74,25.42
2023-08-09,Organic Social,932,1592.53,10,838,104,91.07
2023-08-09,Organic Video,2,0,0,2,0,0
2023-08-09,Paid Search,28041,69844.34,573,24833,5383,3918.81
2023-08-09,Paid Social,18255,23190.58,143,16033,880.5,1295.14
2023-08-09,Paid Video,1,0,0,1,0,0
2023-08-09,Payment Redirects,173,2474.67,17,94,146.5,145.62
2023-08-09,Referral,178,1230.14,3,116,54.36,66.99
2023-08-09,SMS,11636,43421.75,274,7604,1640.5,2730.35
2023-08-09,Unassigned,650,5504.56,34,20,219.64,293.89
2023-08-10,Affiliates,4237,23357.35,157,2701,1380,1373.37
2023-08-10,Direct,34034,92845.19,658,26646,5877.2,4165.25
2023-08-10,Display,111,90.91,1,20,34,6.93
2023-08-10,Email,14898,38345.34,243,10446,1826,2074.46
2023-08-10,Mobile Push Notifications,2,0,0,2,0,0
2023-08-10,Organic Search,7523,15979.25,111,6074,964.18,903.74
2023-08-10,Organic Shopping,90,447.07,5,87,40,20.47
2023-08-10,Organic Social,924,3146.62,14,835,100.67,253.62
2023-08-10,Organic Video,1,0,0,0,0,0
2023-08-10,Paid Search,24818,52862.21,419,21496,3887.5,2832.08
2023-08-10,Paid Social,16552,22271.37,135,14876,923.5,1183.07
2023-08-10,Payment Redirects,162,821.22,7,87,106.5,50.82
2023-08-10,Referral,149,287.67,2,101,10,14.79
2023-08-10,SMS,12178,29200.29,169,7805,1091.5,1840.81
2023-08-10,Unassigned,638,4047.33,28,21,303.5,191.93
2023-08-11,Affiliates,3297,21435.71,140,2194,1061,1049.72
2023-08-11,Direct,31401,70740.66,511,24671,4374.17,3133.23
2023-08-11,Display,102,0,0,16,0,0
2023-08-11,Email,14286,29999.46,161,9813,1133.64,1514.68
2023-08-11,Organic Search,7253,13515.8,91,5667,709.68,649.85
2023-08-11,Organic Shopping,115,134.15,3,114,30,4.43
2023-08-11,Organic Social,1109,1656.87,9,984,75,72.85
2023-08-11,Paid Search,23480,56816.66,409,20515,3604,3005.19
2023-08-11,Paid Social,16532,16399.82,99,14925,735.5,826.28
2023-08-11,Payment Redirects,173,2799.41,16,111,124,177.77
2023-08-11,Referral,146,32.29,1,92,10,1.9
2023-08-11,SMS,8382,17180.9,103,5363,699.5,896.21
2023-08-11,Unassigned,610,2498.9,12,25,55.5,132.62
2023-08-12,Affiliates,2663,22522.77,138,1835,982.5,1151.2
2023-08-12,Direct,30894,84043.81,620,24501,5525.93,3431.47
2023-08-12,Display,238,0,0,24,0,0
2023-08-12,Email,12604,28076.29,178,8807,1135.99,1500.79
2023-08-12,Organic Search,7189,15359.57,101,5629,955.29,733.41
2023-08-12,Organic Shopping,93,465.42,4,89,30,34.35
2023-08-12,Organic Social,1214,647.6,7,998,50,12
2023-08-12,Organic Video,1,0,0,1,0,0
2023-08-12,Paid Search,26325,64478.72,500,23140,4567,3286.99
2023-08-12,Paid Social,17011,15648.48,111,15259,807,784.52
2023-08-12,Payment Redirects,166,1049.81,7,97,64,31.63
2023-08-12,Referral,153,1455.84,6,115,72.67,49.06
2023-08-12,SMS,9081,24790.19,151,5845,994.5,1331.98
2023-08-12,Unassigned,642,3066.35,24,17,207.5,162.68
2023-08-13,Affiliates,2652,26325.88,152,1850,1092,1404.9
2023-08-13,Direct,30574,88004.43,594,24325,5263.91,4105.1
2023-08-13,Display,435,0,0,34,0,0
2023-08-13,Email,14022,34517.19,192,9275,1228.11,1945.65
2023-08-13,Organic Search,7583,15229.54,106,6007,881.07,887.11
2023-08-13,Organic Shopping,67,81.98,1,66,10,4.83
2023-08-13,Organic Social,1146,1411.97,7,1000,20,54.78
2023-08-13,Organic Video,1,0,0,1,0,0
2023-08-13,Paid Search,26196,59460.42,449,23113,4207.5,3240.01
2023-08-13,Paid Social,17344,14348.89,100,15432,774.5,718.82
2023-08-13,Payment Redirects,156,966.05,5,89,44,54.49
2023-08-13,Referral,168,322,2,114,33.03,3.44
2023-08-13,SMS,9879,17539.09,114,6284,773.5,929.47
2023-08-13,Unassigned,631,4711.85,26,13,170,217.96
2023-08-14,Affiliates,3824,32931.18,243,2811,1755.5,1784.15
2023-08-14,Direct,34093,124220.64,948,27171,8207.9,5785.71
2023-08-14,Display,373,252.18,2,45,20,5.05
2023-08-14,Email,24120,97689.33,735,17829,5170.4,5691.9
2023-08-14,Organic Search,7604,13487.37,109,6047,1096.31,647.06
2023-08-14,Organic Shopping,75,49.84,1,70,10,4.74
2023-08-14,Organic Social,948,1950.98,16,834,110,103.24
2023-08-14,Organic Video,1,0,0,1,0,0
2023-08-14,Paid Search,24325,73788.5,595,20935,5413.5,4153.63
2023-08-14,Paid Social,18550,24559.74,161,16761,1063,1299.11
2023-08-14,Payment Redirects,228,2179.99,15,124,135.5,121.41
2023-08-14,Referral,195,461.42,3,142,10,38.16
2023-08-14,SMS,15406,62777.16,461,10175,3259,3631.35
2023-08-14,Unassigned,671,4891.16,22,15,194.93,350.82
2023-08-15,Affiliates,4333,37529.12,248,3270,1697,2127.6
2023-08-15,Direct,37975,145428.14,1108,29984,9947.7,6426.01
2023-08-15,Display,264,0,0,34,0,0
2023-08-15,Email,27157,106685.93,828,19406,6013.14,5848.1
2023-08-15,Organic Search,7563,20486.22,141,6134,1270.63,1226.68
2023-08-15,Organic Shopping,84,252.14,2,79,10,3.16
2023-08-15,Organic Social,1654,2768.74,15,1394,196,114.08
2023-08-15,Paid Search,24134,72372.75,605,20809,5499,4049.24
2023-08-15,Paid Social,19616,27105,169,17533,1176.5,1479.12
2023-08-15,Payment Redirects,258,3932.1,21,144,144,186.96
2023-08-15,Referral,205,362.55,4,124,30,21.69
2023-08-15,SMS,15184,54702.52,446,10357,3279,3119.49
2023-08-15,Unassigned,859,4892.57,35,33,206,247.52
2023-08-16,Affiliates,3027,27111.47,191,2222,1586,1361.55
2023-08-16,Direct,34605,122311.18,941,27866,8640.59,5269.4
2023-08-16,Display,278,0,0,49,0,0
2023-08-16,Email,23481,75920.69,565,16766,4364.71,4474.31
2023-08-16,Organic Search,7423,20160.8,119,6016,1078.36,1078.21
2023-08-16,Organic Shopping,80,729.89,5,76,30,35.53
2023-08-16,Organic Social,1217,2125.31,14,1070,70,75.61
2023-08-16,Organic Video,1,0,0,1,0,0
2023-08-16,Paid Search,25244,75827.96,592,21900,5468,3863.61
2023-08-16,Paid Social,21460,32044.46,178,19626,1010.5,1764.29
2023-08-16,Payment Redirects,221,4088.77,28,144,184,190.44
2023-08-16,Referral,201,776.62,2,141,0,55.81
2023-08-16,SMS,18227,62885.17,483,11639,3524,3493.31
2023-08-16,Unassigned,855,6874.68,46,16,324,310.5
2023-08-17,Affiliates,2465,24772.08,144,1812,1262.5,1497.08
2023-08-17,Direct,31467,85424.58,524,24861,4259.83,3910.09
2023-08-17,Display,320,0,0,51,0,0
2023-08-17,Email,16474,38217.45,220,11811,1700.66,2343.37
2023-08-17,Organic Search,7310,17681.67,105,5958,1060.55,932.73
2023-08-17,Organic Shopping,97,294.87,2,92,13,18.12
2023-08-17,Organic Social,1448,2520.14,18,1232,113,132.06
2023-08-17,Paid Search,22187,55691.29,424,19243,4158,2863.39
2023-08-17,Paid Social,20152,28632.64,171,17698,1208,1444.64
2023-08-17,Payment Redirects,160,1393.48,8,105,40,88.69
2023-08-17,Referral,189,476.77,1,127,27.31,81.74
2023-08-17,SMS,12259,27726.69,154,7714,901,1591.67
2023-08-17,Unassigned,654,3883.61,21,23,180,237.94
2023-08-18,Affiliates,2603,20069.55,123,1871,925.5,1157.56
2023-08-18,Direct,29826,63805.78,440,23854,4049.33,2480.81
2023-08-18,Display,246,38.89,1,38,10,0
2023-08-18,Email,15027,32161.92,179,10739,1160.8,1777.05
2023-08-18,Organic Search,7584,17562.73,105,6003,991.1,900.73
2023-08-18,Organic Shopping,106,818.54,5,101,33,31.33
2023-08-18,Organic Social,2223,4327.12,22,1955,158.5,216.06
2023-08-18,Paid Search,20973,50976.89,365,18041,3361.5,2502.02
2023-08-18,Paid Social,30812,30730.33,157,25359,1032.5,1733.09
2023-08-18,Payment Redirects,186,2070.12,15,119,149,91.88
2023-08-18,Referral,207,535.96,4,144,51.98,141.67
2023-08-18,SMS,9887,24865.68,138,6319,928.5,1501.78
2023-08-18,Unassigned,622,4428.84,25,13,235.36,193.77
2023-08-19,Affiliates,2169,22551.18,112,1596,921.5,1297.2
2023-08-19,Direct,30215,50277.81,349,24333,3338.03,2020.65
2023-08-19,Display,246,0,0,39,0,0
2023-08-19,Email,17339,37911.86,207,12215,1508.5,2170.06
2023-08-19,Organic Search,7904,12923.03,79,6354,615.34,731.15
2023-08-19,Organic Shopping,118,555.66,3,116,113.53,3.21
2023-08-19,Organic Social,2818,1689.89,9,2493,40,84.87
2023-08-19,Paid Search,22567,57941.02,385,19856,3385.5,3139.04
2023-08-19,Paid Social,33992,31332.76,169,28327,1102.5,1687.37
2023-08-19,Payment Redirects,120,994.29,7,83,30,50.51
2023-08-19,Referral,136,552.92,5,98,48.45,26.92
2023-08-19,SMS,8777,17307.97,102,5810,665.5,964.89
2023-08-19,Unassigned,641,3941.24,25,41,172.5,263.06
2023-08-20,Affiliates,2320,17642.9,115,1718,944,960.65
2023-08-20,Direct,31017,57101.94,400,25329,3812.94,2579.15
2023-08-20,Display,223,0,0,38,0,0
2023-08-20,Email,14333,34632.07,191,9910,1245.72,2437.8
2023-08-20,Organic Search,8246,18699.57,89,6628,823.88,1359.28
2023-08-20,Organic Shopping,109,528.85,1,107,48.13,0
2023-08-20,Organic Social,2833,4719.54,22,2507,120,274.81
2023-08-20,Organic Video,2,0,0,1,0,0
2023-08-20,Paid Search,24009,56770.25,404,20773,3594,3258.77
2023-08-20,Paid Social,34889,30546.29,176,27477,1002.5,1781.91
2023-08-20,Payment Redirects,139,2881.57,16,89,70,187.55
2023-08-20,Referral,174,650.33,3,116,30.36,47.55
2023-08-20,SMS,9151,22359.1,122,6291,718.5,1231.53
2023-08-20,Unassigned,638,2401.43,16,28,156.5,105.17
2023-08-21,Affiliates,2407,14932.61,92,1637,767,777.57
2023-08-21,Direct,29742,54105.11,359,23483,3506.35,2019.41
2023-08-21,Display,280,0,0,46,0,0
2023-08-21,Email,19325,33106.47,192,13478,1258.54,2021.79
2023-08-21,Organic Search,8070,10578.83,79,6598,629.24,466.24
2023-08-21,Organic Shopping,59,180.31,2,56,20,12.36
2023-08-21,Organic Social,2111,1117.52,6,1844,54,23.43
2023-08-21,Organic Video,6,0,0,5,0,0
2023-08-21,Paid Search,22405,48788.67,346,19511,3058.5,2666.16
2023-08-21,Paid Social,29326,22371.46,126,22597,834,1166.86
2023-08-21,Payment Redirects,161,2221.77,11,107,116.5,112.45
2023-08-21,Referral,227,172.59,2,147,20,11.02
2023-08-21,SMS,11463,24849.15,126,6732,832,1510.25
2023-08-21,Unassigned,642,3684.1,18,23,159.5,189.26
2023-08-22,Affiliates,2185,17026.64,107,1604,848.5,889.02
2023-08-22,Direct,28642,50351.64,343,23208,3170.3,2038.52
2023-08-22,Display,292,0,0,59,0,0
