date,channel,quantity
2023-10-30,Paid Search,585
2023-10-30,Paid Social,314
2023-10-30,Payment Redirects,66
2023-10-30,Referral,27
2023-10-30,SMS,490
2023-10-30,Unassigned,29
2023-10-31,Affiliates,305
2023-10-31,Cross-network,303
2023-10-31,Direct,957
2023-10-31,Email,425
2023-10-31,Organic Search,199
2023-10-31,Organic Shopping,52
2023-10-31,Organic Social,75
2023-10-31,Paid Search,573
2023-10-31,Paid Social,322
2023-10-31,Payment Redirects,25
2023-10-31,Referral,13
2023-10-31,SMS,235
2023-10-31,Unassigned,68
2023-11-01,Affiliates,471
2023-11-01,Cross-network,374
2023-11-01,Direct,1176
2023-11-01,Email,586
2023-11-01,Organic Search,202
2023-11-01,Organic Shopping,78
2023-11-01,Organic Social,24
2023-11-01,Paid Search,614
2023-11-01,Paid Social,222
2023-11-01,Payment Redirects,49
2023-11-01,Referral,12
2023-11-01,SMS,422
2023-11-01,Unassigned,30
2023-11-02,Affiliates,461
2023-11-02,Cross-network,402
2023-11-02,Direct,1584
2023-11-02,Email,621
2023-11-02,Organic Search,271
2023-11-02,Organic Shopping,62
2023-11-02,Organic Social,10
2023-11-02,Paid Search,688
2023-11-02,Paid Social,195
2023-11-02,Payment Redirects,34
2023-11-02,Referral,47
2023-11-02,SMS,421
2023-11-02,Unassigned,44
2023-11-03,Affiliates,385
2023-11-03,Cross-network,445
2023-11-03,Direct,1201
2023-11-03,Email,696
2023-11-03,Organic Search,244
2023-11-03,Organic Shopping,68
2023-11-03,Organic Social,47
2023-11-03,Organic Video,2
2023-11-03,Paid Search,696
2023-11-03,Paid Shopping,1
2023-11-03,Paid Social,281
2023-11-03,Payment Redirects,27
2023-11-03,Referral,25
2023-11-03,SMS,340
2023-11-03,Unassigned,57
2023-11-04,Affiliates,477
2023-11-04,Cross-network,508
2023-11-04,Direct,2053
2023-11-04,Email,678
2023-11-04,Organic Search,270
2023-11-04,Organic Shopping,80
2023-11-04,Organic Social,36
2023-11-04,Paid Search,623
2023-11-04,Paid Social,238
2023-11-04,Payment Redirects,32
2023-11-04,Referral,23
2023-11-04,SMS,340
2023-11-04,Unassigned,69
2023-11-05,Affiliates,459
2023-11-05,Cross-network,380
2023-11-05,Direct,1310
2023-11-05,Display,1
2023-11-05,Email,614
2023-11-05,Organic Search,286
2023-11-05,Organic Shopping,109
2023-11-05,Organic Social,47
2023-11-05,Paid Search,805
2023-11-05,Paid Social,263
2023-11-05,Payment Redirects,46
2023-11-05,Referral,13
2023-11-05,SMS,368
2023-11-05,Unassigned,107
2023-11-06,Affiliates,458
2023-11-06,Cross-network,356
2023-11-06,Direct,1240
2023-11-06,Email,677
2023-11-06,Organic Search,184
2023-11-06,Organic Shopping,112
2023-11-06,Organic Social,9
2023-11-06,Organic Video,11
2023-11-06,Paid Search,595
2023-11-06,Paid Social,295
2023-11-06,Payment Redirects,26
2023-11-06,Referral,14
2023-11-06,SMS,651
2023-11-06,Unassigned,87
2023-11-07,Affiliates,455
2023-11-07,Cross-network,431
2023-11-07,Direct,1186
2023-11-07,Email,584
2023-11-07,Organic Search,212
2023-11-07,Organic Shopping,119
2023-11-07,Organic Social,27
2023-11-07,Paid Search,679
2023-11-07,Paid Social,317
2023-11-07,Payment Redirects,57
2023-11-07,Referral,13
2023-11-07,SMS,378
2023-11-07,Unassigned,54
2023-11-08,Affiliates,457
2023-11-08,Cross-network,499
2023-11-08,Direct,1231
2023-11-08,Email,722
2023-11-08,Organic Search,245
2023-11-08,Organic Shopping,92
2023-11-08,Organic Social,10
2023-11-08,Paid Search,843
2023-11-08,Paid Social,279
2023-11-08,Payment Redirects,40
2023-11-08,Referral,12
2023-11-08,SMS,583
2023-11-08,Unassigned,63
2023-11-09,Affiliates,732
2023-11-09,Cross-network,586
2023-11-09,Direct,1642
2023-11-09,Email,957
2023-11-09,Organic Search,346
2023-11-09,Organic Shopping,147
2023-11-09,Organic Social,32
2023-11-09,Organic Video,1
2023-11-09,Paid Search,896
2023-11-09,Paid Shopping,1
2023-11-09,Paid Social,410
2023-11-09,Payment Redirects,25
2023-11-09,Referral,24
2023-11-09,SMS,504
2023-11-09,Unassigned,78
2023-11-10,Affiliates,652
2023-11-10,Cross-network,615
2023-11-10,Direct,1817
2023-11-10,Email,886
2023-11-10,Organic Search,366
2023-11-10,Organic Shopping,148
2023-11-10,Organic Social,15
2023-11-10,Paid Search,1142
2023-11-10,Paid Social,421
2023-11-10,Payment Redirects,47
2023-11-10,Referral,23
2023-11-10,SMS,718
2023-11-10,Unassigned,88
2023-11-11,Affiliates,804
2023-11-11,Cross-network,639
2023-11-11,Direct,1740
2023-11-11,Email,775
2023-11-11,Organic Search,394
2023-11-11,Organic Shopping,151
2023-11-11,Organic Social,10
2023-11-11,Paid Search,1046
2023-11-11,Paid Social,336
2023-11-11,Payment Redirects,48
2023-11-11,Referral,34
2023-11-11,SMS,413
2023-11-11,Unassigned,101
2023-11-12,Affiliates,703
2023-11-12,Cross-network,713
2023-11-12,Direct,1874
2023-11-12,Email,1010
2023-11-12,Organic Search,408
2023-11-12,Organic Shopping,221
2023-11-12,Organic Social,26
2023-11-12,Paid Search,1101
2023-11-12,Paid Social,484
2023-11-12,Payment Redirects,38
2023-11-12,Referral,20
2023-11-12,SMS,540
2023-11-12,Unassigned,120
2023-11-13,Affiliates,508
2023-11-13,Cross-network,610
2023-11-13,Direct,1395
2023-11-13,Display,4
2023-11-13,Email,697
2023-11-13,Organic Search,320
2023-11-13,Organic Shopping,117
2023-11-13,Organic Social,18
2023-11-13,Paid Search,939
2023-11-13,Paid Social,351
2023-11-13,Payment Redirects,17
2023-11-13,Referral,15
2023-11-13,SMS,475
2023-11-13,Unassigned,114
2023-11-14,Affiliates,651
2023-11-14,Cross-network,511
2023-11-14,Direct,1342
2023-11-14,Email,768
2023-11-14,Organic Search,319
2023-11-14,Organic Shopping,124
2023-11-14,Organic Social,6
2023-11-14,Paid Search,1087
2023-11-14,Paid Social,322
2023-11-14,Payment Redirects,34
2023-11-14,Referral,33
2023-11-14,SMS,637
2023-11-14,Unassigned,56
2023-11-15,Affiliates,741
2023-11-15,Cross-network,599
2023-11-15,Direct,1697
2023-11-15,Email,1136
2023-11-15,Organic Search,351
2023-11-15,Organic Shopping,155
2023-11-15,Organic Social,16
2023-11-15,Paid Search,1163
2023-11-15,Paid Social,385
2023-11-15,Payment Redirects,33
2023-11-15,Referral,30
2023-11-15,SMS,543
2023-11-15,Unassigned,56
2023-11-16,Affiliates,764
2023-11-16,Cross-network,592
2023-11-16,Direct,1724
2023-11-16,Email,1004
2023-11-16,Organic Search,384
2023-11-16,Organic Shopping,166
2023-11-16,Organic Social,11
2023-11-16,Paid Search,1273
2023-11-16,Paid Social,366
2023-11-16,Payment Redirects,39
2023-11-16,Referral,23
2023-11-16,SMS,768
2023-11-16,Unassigned,71
2023-11-17,Affiliates,682
2023-11-17,Cross-network,753
2023-11-17,Direct,1812
2023-11-17,Email,947
2023-11-17,Organic Search,368
2023-11-17,Organic Shopping,167
2023-11-17,Organic Social,20
2023-11-17,Paid Search,1197
2023-11-17,Paid Shopping,2
2023-11-17,Paid Social,522
2023-11-17,Payment Redirects,51
2023-11-17,Referral,24
2023-11-17,SMS,621
2023-11-17,Unassigned,94
2023-11-18,Affiliates,599
2023-11-18,Cross-network,631
2023-11-18,Direct,1641
2023-11-18,Email,1174
2023-11-18,Organic Search,420
2023-11-18,Organic Shopping,146
2023-11-18,Organic Social,38
2023-11-18,Paid Search,1112
2023-11-18,Paid Social,414
2023-11-18,Payment Redirects,39
2023-11-18,Referral,26
2023-11-18,SMS,630
2023-11-18,Unassigned,103
2023-11-19,Affiliates,749
2023-11-19,Cross-network,767
2023-11-19,Direct,1860
2023-11-19,Display,5
2023-11-19,Email,1332
2023-11-19,Organic Search,504
2023-11-19,Organic Shopping,324
2023-11-19,Organic Social,20
2023-11-19,Paid Search,1443
2023-11-19,Paid Social,746
2023-11-19,Payment Redirects,32
2023-11-19,Referral,33
2023-11-19,SMS,817
2023-11-19,Unassigned,135
2023-11-20,Affiliates,933
2023-11-20,Cross-network,832
2023-11-20,Direct,2183
2023-11-20,Email,1339
2023-11-20,Organic Search,551
2023-11-20,Organic Shopping,280
2023-11-20,Organic Social,32
2023-11-20,Paid Search,1516
2023-11-20,Paid Shopping,2
2023-11-20,Paid Social,660
2023-11-20,Payment Redirects,79
2023-11-20,Referral,30
2023-11-20,SMS,1005
2023-11-20,Unassigned,146
2023-11-21,Affiliates,1151
2023-11-21,Cross-network,809
2023-11-21,Direct,2652
2023-11-21,Email,1487
2023-11-21,Organic Search,585
2023-11-21,Organic Shopping,318
2023-11-21,Organic Social,57
2023-11-21,Paid Search,1756
2023-11-21,Paid Social,738
2023-11-21,Payment Redirects,82
2023-11-21,Referral,24
2023-11-21,SMS,1441
2023-11-21,Unassigned,147
2023-11-22,Affiliates,1314
2023-11-22,Cross-network,857
2023-11-22,Direct,3354
2023-11-22,Display,3
2023-11-22,Email,1940
2023-11-22,Organic Search,736
2023-11-22,Organic Shopping,223
2023-11-22,Organic Social,71
2023-11-22,Paid Search,2166
2023-11-22,Paid Social,791
2023-11-22,Payment Redirects,104
2023-11-22,Referral,42
2023-11-22,SMS,1839
2023-11-22,Unassigned,202
2023-11-23,Affiliates,1895
2023-11-23,Cross-network,1114
2023-11-23,Direct,5192
2023-11-23,Email,3198
2023-11-23,Organic Search,1028
2023-11-23,Organic Shopping,298
2023-11-23,Organic Social,80
2023-11-23,Paid Search,3832
2023-11-23,Paid Social,1135
2023-11-23,Payment Redirects,138
2023-11-23,Referral,56
2023-11-23,SMS,2541
2023-11-23,Unassigned,338
2023-11-24,Affiliates,3920
2023-11-24,Cross-network,2487
2023-11-24,Direct,12242
2023-11-24,Email,5970
2023-11-24,Organic Search,2637
2023-11-24,Organic Shopping,353
2023-11-24,Organic Social,118
2023-11-24,Paid Search,9885
2023-11-24,Paid Social,1589
2023-11-24,Payment Redirects,247
2023-11-24,Referral,137
2023-11-24,SMS,5741
2023-11-24,Unassigned,706
2023-11-25,Affiliates,2318
2023-11-25,Cross-network,1711
2023-11-25,Direct,6179
2023-11-25,Email,4208
2023-11-25,Mobile Push Notifications,6
2023-11-25,Organic Search,1235
2023-11-25,Organic Shopping,344
2023-11-25,Organic Social,99
2023-11-25,Paid Search,4962
2023-11-25,Paid Shopping,1
2023-11-25,Paid Social,1873
2023-11-25,Payment Redirects,214
2023-11-25,Referral,116
2023-11-25,SMS,4597
2023-11-25,Unassigned,700
2023-11-26,Affiliates,2443
2023-11-26,Cross-network,1561
2023-11-26,Direct,6273
2023-11-26,Email,3656
2023-11-26,Organic Search,1492
2023-11-26,Organic Shopping,292
2023-11-26,Organic Social,51
2023-11-26,Paid Search,5238
2023-11-26,Paid Social,2112
2023-11-26,Payment Redirects,228
2023-11-26,Referral,92
2023-11-26,SMS,3564
2023-11-26,Unassigned,493
2023-11-27,Affiliates,4558
2023-11-27,Cross-network,2754
2023-11-27,Direct,11806
2023-11-27,Email,7083
2023-11-27,Organic Search,2775
2023-11-27,Organic Shopping,532
2023-11-27,Organic Social,188
2023-11-27,Paid Search,9716
2023-11-27,Paid Social,2758
2023-11-27,Payment Redirects,424
2023-11-27,Referral,134
2023-11-27,SMS,7817
2023-11-27,Unassigned,602
2023-11-28,Affiliates,2999
2023-11-28,Cross-network,1773
2023-11-28,Direct,6311
2023-11-28,Email,5203
2023-11-28,Organic Search,1566
2023-11-28,Organic Shopping,501
2023-11-28,Organic Social,336
2023-11-28,Organic Video,3
2023-11-28,Paid Search,4845
2023-11-28,Paid Shopping,11
2023-11-28,Paid Social,2475
2023-11-28,Payment Redirects,367
2023-11-28,Referral,74
2023-11-28,SMS,5537
2023-11-28,Unassigned,813
2023-11-29,Affiliates,2168
2023-11-29,Cross-network,2046
2023-11-29,Direct,4867
2023-11-29,Email,4170
2023-11-29,Organic Search,1007
2023-11-29,Organic Shopping,431
2023-11-29,Organic Social,68
2023-11-29,Paid Search,3412
2023-11-29,Paid Shopping,1
2023-11-29,Paid Social,1760
2023-11-29,Payment Redirects,130
2023-11-29,Referral,55
2023-11-29,SMS,3656
2023-11-29,Unassigned,469
2023-11-30,Affiliates,2597
2023-11-30,Cross-network,1764
2023-11-30,Direct,5565
2023-11-30,Email,4887
2023-11-30,Organic Search,3017
2023-11-30,Organic Shopping,443
2023-11-30,Organic Social,92
2023-11-30,Paid Search,2961
2023-11-30,Paid Shopping,4
2023-11-30,Paid Social,2310
2023-11-30,Payment Redirects,278
2023-11-30,Referral,61
2023-11-30,SMS,3242
2023-11-30,Unassigned,482
2023-12-01,Affiliates,2365
2023-12-01,Cross-network,1818
2023-12-01,Direct,4708
2023-12-01,Display,1
2023-12-01,Email,3523
2023-12-01,Organic Search,1425
2023-12-01,Organic Shopping,598
2023-12-01,Organic Social,81
2023-12-01,Organic Video,3
2023-12-01,Paid Search,2900
2023-12-01,Paid Social,2577
2023-12-01,Payment Redirects,167
2023-12-01,Referral,50
2023-12-01,SMS,3502
2023-12-01,Unassigned,771
2023-12-02,Affiliates,2014
2023-12-02,Cross-network,1962
2023-12-02,Direct,3806
2023-12-02,Email,2337
2023-12-02,Organic Search,867
2023-12-02,Organic Shopping,666
2023-12-02,Organic Social,61
2023-12-02,Paid Search,2738
2023-12-02,Paid Social,2910
2023-12-02,Payment Redirects,114
2023-12-02,Referral,75
2023-12-02,SMS,2319
2023-12-02,Unassigned,352
2023-12-03,Affiliates,2251
2023-12-03,Cross-network,2133
2023-12-03,Direct,4163
2023-12-03,Email,3050
2023-12-03,Organic Search,907
2023-12-03,Organic Shopping,470
2023-12-03,Organic Social,53
2023-12-03,Paid Search,3076
2023-12-03,Paid Social,2251
2023-12-03,Payment Redirects,171
2023-12-03,Referral,35
2023-12-03,SMS,3521
2023-12-03,Unassigned,420
2023-12-04,Affiliates,1518
2023-12-04,Cross-network,1602
2023-12-04,Direct,3254
2023-12-04,Email,2155
2023-12-04,Organic Search,863
2023-12-04,Organic Shopping,359
2023-12-04,Organic Social,83
2023-12-04,Paid Search,2431
2023-12-04,Paid Social,1505
2023-12-04,Payment Redirects,105
2023-12-04,Referral,38
2023-12-04,SMS,1571
2023-12-04,Unassigned,291
2023-12-05,Affiliates,1769
2023-12-05,Cross-network,1532
2023-12-05,Direct,3387
2023-12-05,Email,2351
2023-12-05,Organic Search,798
2023-12-05,Organic Shopping,304
2023-12-05,Organic Social,34
2023-12-05,Paid Search,2711
2023-12-05,Paid Shopping,4
2023-12-05,Paid Social,1197
2023-12-05,Payment Redirects,115
2023-12-05,Referral,33
2023-12-05,SMS,2405
2023-12-05,Unassigned,223
2023-12-06,Affiliates,1744
2023-12-06,Cross-network,1941
2023-12-06,Direct,3735
2023-12-06,Email,2537
2023-12-06,Organic Search,809
2023-12-06,Organic Shopping,327
2023-12-06,Organic Social,53
2023-12-06,Paid Search,2811
2023-12-06,Paid Shopping,4
2023-12-06,Paid Social,1403
2023-12-06,Payment Redirects,145
2023-12-06,Referral,17
2023-12-06,SMS,2095
2023-12-06,Unassigned,167
2023-12-07,Affiliates,2399
2023-12-07,Cross-network,2002
2023-12-07,Direct,4531
2023-12-07,Email,3269
2023-12-07,Organic Search,967
2023-12-07,Organic Shopping,286
2023-12-07,Organic Social,49
2023-12-07,Paid Search,3201
2023-12-07,Paid Social,1570
2023-12-07,Payment Redirects,225
2023-12-07,Referral,45
2023-12-07,SMS,3557
2023-12-07,Unassigned,302
2023-12-08,Affiliates,2231
2023-12-08,Cross-network,2074
2023-12-08,Direct,4451
2023-12-08,Email,3180
2023-12-08,Organic Search,1006
2023-12-08,Organic Shopping,296
2023-12-08,Organic Social,73
2023-12-08,Paid Search,3312
2023-12-08,Paid Social,1532
2023-12-08,Payment Redirects,117
2023-12-08,Referral,43
2023-12-08,SMS,2547
2023-12-08,Unassigned,264
2023-12-09,Affiliates,1724
2023-12-09,Cross-network,2294
2023-12-09,Direct,4006
2023-12-09,Display,1
2023-12-09,Email,2215
2023-12-09,Organic Search,966
2023-12-09,Organic Shopping,216
2023-12-09,Organic Social,78
2023-12-09,Paid Search,2569
2023-12-09,Paid Social,1213
2023-12-09,Payment Redirects,124
2023-12-09,Referral,70
2023-12-09,SMS,1676
2023-12-09,Unassigned,423
2023-12-10,Affiliates,1713
2023-12-10,Cross-network,1975
2023-12-10,Direct,4115
2023-12-10,Email,2339
2023-12-10,Mobile Push Notifications,2
2023-12-10,Organic Search,1088
2023-12-10,Organic Shopping,269
2023-12-10,Organic Social,42
2023-12-10,Paid Search,3007
2023-12-10,Paid Shopping,6
2023-12-10,Paid Social,1160
2023-12-10,Payment Redirects,139
2023-12-10,Referral,29
2023-12-10,SMS,2000
2023-12-10,Unassigned,314
2023-12-11,Affiliates,2498
2023-12-11,Cross-network,2429
2023-12-11,Direct,5659
2023-12-11,Display,8
2023-12-11,Email,4256
2023-12-11,Organic Search,1670
2023-12-11,Organic Shopping,364
2023-12-11,Organic Social,60
2023-12-11,Paid Search,4193
2023-12-11,Paid Social,1735
2023-12-11,Payment Redirects,232
2023-12-11,Referral,35
2023-12-11,SMS,3287
2023-12-11,Unassigned,363
2023-12-12,Affiliates,1502
2023-12-12,Cross-network,1743
2023-12-12,Direct,3888
2023-12-12,Email,2157
2023-12-12,Organic Search,811
2023-12-12,Organic Shopping,207
2023-12-12,Organic Social,61
2023-12-12,Paid Search,2601
2023-12-12,Paid Social,993
2023-12-12,Payment Redirects,104
2023-12-12,Referral,29
2023-12-12,SMS,1714
2023-12-12,Unassigned,230
2023-12-13,Affiliates,1512
2023-12-13,Cross-network,1886
2023-12-13,Direct,3447
2023-12-13,Email,1758
2023-12-13,Organic Search,805
2023-12-13,Organic Shopping,130
2023-12-13,Organic Social,43
2023-12-13,Paid Search,2688
2023-12-13,Paid Social,930
2023-12-13,Payment Redirects,154
2023-12-13,Referral,22
2023-12-13,SMS,1479
2023-12-13,Unassigned,255
2023-12-14,Affiliates,1614
2023-12-14,Cross-network,1946
2023-12-14,Direct,3879
2023-12-14,Email,1773
2023-12-14,Organic Search,756
2023-12-14,Organic Shopping,174
2023-12-14,Organic Social,59
2023-12-14,Paid Search,2668
2023-12-14,Paid Social,821
2023-12-14,Payment Redirects,89
2023-12-14,Referral,57
2023-12-14,SMS,1200
2023-12-14,Unassigned,320
2023-12-15,Affiliates,1847
2023-12-15,Cross-network,1652
2023-12-15,Direct,3766
2023-12-15,Email,1793
2023-12-15,Organic Search,973
2023-12-15,Organic Shopping,168
2023-12-15,Organic Social,41
2023-12-15,Paid Search,2578
2023-12-15,Paid Social,763
2023-12-15,Payment Redirects,156
2023-12-15,Referral,40
2023-12-15,SMS,1337
2023-12-15,Unassigned,187
2023-12-16,Affiliates,1592
2023-12-16,Cross-network,1641
2023-12-16,Direct,3082
2023-12-16,Email,1566
2023-12-16,Organic Search,782
2023-12-16,Organic Shopping,202
2023-12-16,Organic Social,34
2023-12-16,Paid Search,2290
2023-12-16,Paid Social,693
2023-12-16,Payment Redirects,91
2023-12-16,Referral,28
2023-12-16,SMS,1328
2023-12-16,Unassigned,212
2023-12-17,Affiliates,1567
2023-12-17,Cross-network,1612
2023-12-17,Direct,3040
2023-12-17,Email,1415
2023-12-17,Organic Search,818
2023-12-17,Organic Shopping,168
2023-12-17,Organic Social,115
2023-12-17,Paid Search,2534
2023-12-17,Paid Social,839
2023-12-17,Payment Redirects,118
2023-12-17,Referral,31
2023-12-17,SMS,1079
2023-12-17,Unassigned,212
2023-12-18,Affiliates,1315
2023-12-18,Cross-network,1353
2023-12-18,Direct,3435
2023-12-18,Email,1583
2023-12-18,Organic Search,663
2023-12-18,Organic Shopping,100
2023-12-18,Organic Social,31
2023-12-18,Paid Search,2420
2023-12-18,Paid Shopping,4
2023-12-18,Paid Social,453
2023-12-18,Payment Redirects,97
2023-12-18,Referral,33
2023-12-18,SMS,1354
2023-12-18,Unassigned,179
2023-12-19,Affiliates,1227
2023-12-19,Cross-network,1169
2023-12-19,Direct,3211
2023-12-19,Email,1472
2023-12-19,Organic Search,681
2023-12-19,Organic Shopping,71
2023-12-19,Organic Social,52
2023-12-19,Paid Search,2199
2023-12-19,Paid Social,454
2023-12-19,Payment Redirects,91
2023-12-19,Referral,15
2023-12-19,SMS,839
2023-12-19,Unassigned,178
2023-12-20,Affiliates,1309
2023-12-20,Cross-network,1099
2023-12-20,Direct,2592
2023-12-20,Email,1311
2023-12-20,Organic Search,610
2023-12-20,Organic Shopping,94
2023-12-20,Organic Social,36
2023-12-20,Paid Search,2012
2023-12-20,Paid Shopping,1
2023-12-20,Paid Social,462
2023-12-20,Payment Redirects,110
2023-12-20,Referral,9
2023-12-20,SMS,1132
2023-12-20,Unassigned,192
2023-12-21,Affiliates,717
2023-12-21,Cross-network,597
2023-12-21,Direct,1599
2023-12-21,Email,718
2023-12-21,Organic Search,400
2023-12-21,Organic Shopping,63
2023-12-21,Organic Social,21
2023-12-21,Paid Search,1000
2023-12-21,Paid Social,254
2023-12-21,Payment Redirects,62
2023-12-21,Referral,25
2023-12-21,SMS,444
2023-12-21,Unassigned,115
2023-12-22,Affiliates,573
2023-12-22,Cross-network,462
2023-12-22,Direct,1295
2023-12-22,Email,725
2023-12-22,Organic Search,362
2023-12-22,Organic Shopping,58
2023-12-22,Organic Social,23
2023-12-22,Paid Search,937
2023-12-22,Paid Shopping,2
2023-12-22,Paid Social,271
2023-12-22,Payment Redirects,45
2023-12-22,Referral,11
2023-12-22,SMS,341
2023-12-22,Unassigned,93
2023-12-23,Affiliates,406
2023-12-23,Cross-network,489
2023-12-23,Direct,1044
2023-12-23,Email,521
2023-12-23,Organic Search,225
2023-12-23,Organic Shopping,38
2023-12-23,Organic Social,6
2023-12-23,Paid Search,757
2023-12-23,Paid Social,254
2023-12-23,Payment Redirects,24
2023-12-23,Referral,22
2023-12-23,SMS,348
2023-12-23,Unassigned,91
2023-12-24,Affiliates,261
2023-12-24,Cross-network,384
2023-12-24,Direct,828
2023-12-24,Email,497
2023-12-24,Organic Search,192
2023-12-24,Organic Shopping,48
2023-12-24,Organic Social,39
2023-12-24,Paid Search,529
2023-12-24,Paid Social,312
2023-12-24,Payment Redirects,21
2023-12-24,Referral,3
2023-12-24,SMS,288
2023-12-24,Unassigned,71
